Trial values;Aciertos;Fallos;Recompensa minima;Recompensa maxima;Puntuación maxima;Tiempo de respuesta min;Tiempo de respuesta maximo;Tiempo total de la prueba;Distancia al jugador de los objetos.;Numero de piezas;Ratio de aparición de los objetos en el juego.;Ratio de recompensa de los objetos.;Tamaño de los objetos.
8045;16;4;0.199065393;0.439065393;3.34878471;216;948.2964973;14906.02517;0.24786479;19.71267206;1;0.622398726;0.360193764
8046;9;39;0.001;0.216118561;-7.451590368;127.8;545.7395106;24527.31064;0.538436502;47.69814263;0.6;0.449451895;0.207860027
8047;21;21;0.251913188;0.475246521;-2.345;108;791.6183202;25803.31064;0.663985076;41.8418226;0.8;0.708579854;0.579531064
8048;20;18;0.008953513;0.232286847;-1.76875964;76.5;332.844448;15852.36369;0.330801228;37.55229029;0.5;0.46562018;0.569713358
8049;1;19;0.001;0.148746054;-2.751302004;33.6;671.7631804;17024.18563;0.631470325;19.78492685;0.2;0.382079388;0.489772725
8050;11;19;0.315171113;0.538504446;-5.536368905;118.8;642.2508644;16994.94283;0.335855948;29.54864954;0.6;0.77183778;0.237752462
8051;17;25;0.386822359;0.610155692;-6.779578872;109.8;467.8133207;19857.68795;0.43602968;42.36215943;0.6;0.843489026;0.411175539
8052;27;17;0.254782832;0.478116165;1.766161653;126;691.7005182;26026.76541;0.426689008;44.08750333;0.7;0.711449499;0.587007324
8053;11;27;0.171881939;0.345215272;-6.476777691;93;558.1766274;51061.6033;0.183252495;38.10077951;0.1;0.511881939;0.501224882
8054;8;7;0.282406526;0.50573986;-0.387593474;172.8;767.2679448;9220.693625;0.49861756;14.80352485;0.9;0.739073193;0.314900161
8055;24;15;0.253035764;0.46970243;1.627321872;147;658.2173205;22614.77893;0.537657013;38.89052453;0.7;0.653035764;0.697029997
8056;26;15;0.219284045;0.442617379;1.965457831;170.1;967.1174297;30257.85796;0.442578733;41.18151606;0.9;0.675950712;0.417425501
8057;9;20;0.235724345;0.459057679;-6.054634466;97.2;361.9178339;11767.76227;0.520283691;29.13891671;0.6;0.692391012;0.343520874
8058;3;25;0.222661738;0.445995072;-10.14689157;75;397.8514772;34838.68017;0.502730495;28.10894019;0.1;0.679328405;0.558899862
8059;6;3;0.040422067;0.190422067;0.121266202;72;435.9448349;4881.923363;0.332778866;9.379251917;0.4;0.357088734;0.784274227
8060;40;0;0.030776168;0.204109501;4.697713383;186.3;845.1175774;28043.71974;0.080954343;40.44492275;0.9;0.370776168;0.571353594
8061;15;30;0.001;0.173261971;-3.890894354;88.5;565.6282629;24456.0478;0.586987082;44.54960698;0.5;0.406595305;0.56635202
8062;22;31;0.001;0.102308826;-2.035176514;91.5;367.8041253;23406.9806;0.564567204;52.88117467;0.5;0.285642159;0.646704737
8063;0;48;0.082876791;0.306210125;-14.69808598;32.4;649.9302178;40391.19509;0.565606385;48.03053973;0.2;0.539543458;0.323335683
8064;0;43;0.259665967;0.4829993;-20.76896992;42;570.9650152;34719.72422;0.583851679;43.08195278;0.2;0.716332634;0.363378711
8065;9;30;0.101929843;0.325263177;-7.835526709;72;434.5315156;20010.24753;0.631037878;39.02974007;0.4;0.55859651;0.567640857
8066;11;24;0.161085195;0.427751862;-7.027440874;124.8;720.1324284;19973.59975;0.469114037;35.49872131;0.8;0.694418529;0.106911734
8067;33;1;0.293687375;0.443687375;11.72299601;180.9;589.222363;18260.16597;0.32137749;34.04016945;0.9;0.610354042;0.790319019
8068;4;34;0.006855089;0.230188423;-7.352319349;99;609.5835775;51474.30747;0.438741729;37.77572771;0.1;0.463521756;0.474619213
8069;1;43;0.001;0.221078028;-9.39531618;85.5;661.7872718;60212.16806;0.607756205;43.70408717;0.1;0.454411361;0.524452869
8070;3;10;0.177318896;0.393985563;-3.082898942;108;494.6549124;16897.51206;0.415912264;12.85145954;0.1;0.577318896;0.66841848
8071;11;8;0.194042151;0.410708818;0.040459786;97.2;754.7769183;12136.97897;0.455709076;19.15493993;0.6;0.594042151;0.673643379
8072;9;31;0.138554959;0.361888292;-8.966542434;99;499.6527923;20296.81003;0.463883785;39.58784898;0.5;0.595221626;0.290062536
8073;14;22;0.055275318;0.205275318;-2.692202543;66.6;208.887513;17283.22282;0.472973699;36.36619333;0.3;0.371941985;0.701679248
8074;6;31;0.001;0.018400561;-0.512215707;29.4;659.155705;31513.0136;0.572217626;36.62247256;0.2;0.251733894;0.592429266
8075;13;16;0.001;0.077056706;-0.725538706;164.7;951.2669875;20531.90119;0.798287574;28.61337168;0.9;0.343723373;0.519123392
8076;10;31;0.001;0.049778464;-1.289240058;48.6;284.7304834;20893.82495;0.556106872;41.3690608;0.3;0.283111797;0.586047313
8077;5;23;0.001;0.001;-0.018;36;231.9992217;17957.98788;0.488227768;28.18499852;0.2;0.230667821;0.551576457
8078;13;29;0.001;0.097666119;-2.190987689;102.6;585.3251867;22243.08104;0.674809533;42.47348214;0.6;0.330999453;0.507621527
8079;12;24;0.001;0.001;-0.012;88.8;369.6420709;17644.20259;0.370417876;36.09704881;0.4;0.20079909;0.430129621
8080;4;22;0.177668329;0.401001662;-7.664696582;93;597.547195;14322.24371;0.740357207;25.55728291;0.5;0.634334995;0.434949358
8081;23;10;0.001;0.164092046;0.257638069;91.5;354.1756416;14534.41164;0.179741763;32.65398043;0.5;0.280758713;0.66496558
8082;22;16;0.001;0.166459651;-0.821298253;168;888.1831011;25646.04191;0.445564684;37.82859457;1;0.399792984;0.27121201
8083;14;16;0.137544682;0.360878015;-2.285089363;86.4;582.9179041;15804.57634;0.504029891;29.73828869;0.6;0.594211348;0.554637807
8084;15;10;0.001;0.06588606;-0.15721515;183.6;681.2602533;14390.29003;0.535479697;25.05711496;0.9;0.299219393;0.492807052
8085;12;14;0.006474436;0.223141103;-1.746282206;53.1;282.8305248;13323.17578;0.30852782;25.93002952;0.3;0.406474436;0.664784746
8086;1;44;0.001;0.190092909;-8.268541545;99;651.6176742;62206.80054;0.600628663;45.25377566;0.1;0.423426242;0.545483135
8087;9;19;0.063066402;0.286399736;-3.868997358;63.6;401.8458964;13797.5818;0.477587665;27.71773046;0.4;0.519733069;0.51404481
8088;26;15;0.199063419;0.422396753;1.743030947;121.8;557.2740795;21056.99475;0.37084277;41.1531775;0.7;0.655730086;0.556731086
8089;0;51;0.001;0.155824863;-7.947067993;75;380.2944592;62513.71613;0.650512209;50.90370742;0.1;0.389158196;0.49322129
8090;7;12;0.072669776;0.296003109;-2.261682211;134.4;850.8788288;12285.27031;0.582252888;18.76193973;0.8;0.529336442;0.322204941
8091;9;30;0.001;0.001;-0.021;37.2;563.9834154;31864.26168;0.437270654;39.13058748;0.2;0.135121638;0.554856917
8092;14;9;0.001;0.001;0.005;124.2;723.6365086;13322.52225;0.637271113;23.49295658;0.9;0.200975381;0.564396059
8093;0;13;0.080229736;0.30356307;-3.946319904;84;523.9319529;16799.7646;0.708676937;12.8482069;0.1;0.536896403;0.422113388
8094;6;16;0.192001325;0.415334658;-4.82334658;75.6;286.1906144;9498.716711;0.505481666;21.53502797;0.4;0.648667991;0.497167871
8095;0;23;0.001;0.042195106;-0.970487446;37.2;540.7240269;18344.42851;0.624276663;23.3966044;0.2;0.27552844;0.435925008
8096;9;30;0.554600941;0.771267608;-17.17161977;55.8;228.0812216;18790.84048;0.623397934;39.25935084;0.3;0.954600941;0.653962897
8097;18;20;0.243056129;0.466389462;-2.942778924;156.6;1045.384097;28961.79823;0.585499287;38.38748558;0.9;0.699722795;0.341795184
8098;21;26;0.174128061;0.397461394;-4.332306972;120;491.8126493;21128.13761;0.525472878;47.2042572;0.8;0.630794728;0.354691163
8099;42;7;0.184023653;0.40069032;9.474161186;172.8;1005.138148;38334.68376;0.355624694;49.21473474;0.9;0.584023653;0.647948951
8100;10;36;0.047318022;0.270651356;-8.153601917;87;536.3136188;60931.97348;0.323521423;46.07761822;0.1;0.503984689;0.515204443
8101;20;16;0.001;0.185407385;-1.102444313;117;388.1678059;15636.20542;0.241313752;35.89359239;0.6;0.368740719;0.433397697
8102;17;14;0.001;0.091289647;-0.493593056;138.6;710.5535972;18653.23253;0.316567687;30.75632269;0.7;0.32462298;0.413117433
8103;15;27;0.068186551;0.291519884;-5.173238611;88.2;485.3760834;19718.41346;0.499480496;41.96856333;0.6;0.524853218;0.383614425
8104;35;9;0.001;0.201995143;1.734458713;162;1062.986645;35024.09215;0.578549477;44.16069383;1;0.385328476;0.683986149
8105;31;11;0.175534243;0.39220091;4.485684864;183.6;783.3698984;27016.8024;0.492473564;42.03815558;0.9;0.575534243;0.619855063
8106;16;29;0.075331802;0.225331802;-4.129313422;48.6;274.1542031;22567.11573;0.492691495;44.67875327;0.3;0.391998468;0.709040847
8107;19;14;0.088575058;0.238575058;-0.232124708;100.8;451.1468915;15405.92853;0.622943855;33.37494573;0.6;0.405241725;0.837117836
8108;38;7;0.001;0.116957539;1.422490467;183;1070.463552;36568.30592;0.546164412;44.97624124;1;0.283624206;0.727863093
8109;14;13;0.001;0.069364404;-0.409186423;79.2;374.7737153;13252.72574;0.217517204;26.64906634;0.4;0.252697737;0.529701103
8110;19;22;0.34377174;0.49377174;-2.906315219;90;514.6337892;21498.9301;0.57420571;40.90466084;0.5;0.660438406;0.707949287
8111;6;38;0.001;0.05388512;-1.882979202;63.9;339.5788018;23694.65246;0.509723499;43.89158915;0.3;0.287218453;0.408242086
8112;27;20;0.001;0.077126577;-0.487822748;138.6;627.0096158;26158.84363;0.250240867;46.94021641;0.7;0.26045991;0.341359885
8113;16;14;0.300793867;0.450793867;-0.298412266;31.8;647.228731;26509.97155;0.302570978;30.23824625;0.2;0.617460533;0.822137377
8114;1;44;0.228867144;0.445533811;-19.26628719;99;602.4353908;61058.71355;0.738206309;45.21843783;0.1;0.628867144;0.670404421
8115;29;10;0.001;0.176856728;0.810355276;164.7;981.4483263;29402.51121;0.304566408;38.97649048;0.9;0.410190061;0.453137658
8116;22;15;0.119045111;0.342378444;-0.060017559;115.5;750.6859655;22866.4249;0.403049509;36.55591192;0.7;0.575711777;0.552720397
8117;16;14;0.008082863;0.231416196;-1.323834274;111.6;508.7519528;14976.92432;0.322056554;29.7997267;0.6;0.46474953;0.451904135
8118;32;19;0.056594521;0.279927854;0.065728772;168;608.8472842;26360.27405;0.601474554;50.56079168;1;0.513261188;0.48511174
8119;12;22;0.001;0.169285526;-2.702568422;180;806.1241779;21882.7305;0.403176195;34.29946565;0.8;0.435952193;0.09057997
8120;9;40;0.085427756;0.308761089;-10.57659377;82.8;630.482648;26236.42039;0.591669392;49.0926752;0.6;0.542094423;0.235040217
8121;12;26;0.001;0.161808096;-3.230161928;50.4;410.4984278;21791.1295;0.460953359;37.57245518;0.3;0.34514143;0.606035509
8122;11;15;0.265444526;0.48877786;-3.183444772;103.5;547.5361052;14176.10619;0.383001462;25.79506091;0.5;0.722111193;0.477764232
8123;22;13;0.143632426;0.293632426;0.992691834;121.8;749.2695965;21848.04555;0.552401923;35.08936354;0.7;0.460299093;0.715478551
8124;19;5;0.001;0.186945187;0.850753343;135;825.9295227;15702.52772;0.322411345;23.92799252;0.9;0.420278521;0.52211616
8125;4;21;0.049117331;0.272450665;-5.078327964;79.5;534.8191567;12808.44631;0.675359297;24.58848637;0.5;0.505783998;0.419925335
8126;14;21;0.001;0.117897719;-1.643568072;170.4;610.0512663;18738.52731;0.601566997;35.4441635;0.8;0.351231053;0.342706453
8127;10;20;0.078845421;0.335512087;-4.638454208;134.4;807.83036;18711.38679;0.780818359;30.42674752;0.8;0.602178754;0.432591402
8128;13;15;0.216249693;0.439583026;-2.330832719;113.4;814.029004;17174.86952;0.526126541;28.13446197;0.9;0.67291636;0.265714203
8129;7;30;0.001;0.144877806;-3.835761864;52.8;186.4356665;13670.17039;0.636215682;36.58343742;0.4;0.37821114;0.516591594
8130;14;19;0.001;0.210924344;-2.524092123;111.6;646.9312163;18826.61211;0.638557815;32.71282448;0.6;0.394257677;0.625058826
8131;29;10;0.001;0.116849567;0.540323052;127.2;793.2558912;25060.61563;0.261470435;39.0537052;0.8;0.3001829;0.4903916
8132;24;14;0.001;0.001;0.01;164.7;828.0226798;24824.33598;0.378882115;37.53249318;0.9;0.216807153;0.36338986
8133;25;10;0.200992848;0.424326182;3.573226058;195;952.3538024;25743.07033;0.479403757;35.41398152;1;0.657659515;0.482936924
8134;20;12;0.106531282;0.329864615;0.40558359;164.7;923.0752157;22733.95231;0.604086965;32.38479734;0.9;0.563197949;0.565600791
8135;10;23;0.243038011;0.459704677;-7.05949414;36;500.1841428;25967.73567;0.392032606;33.11693428;0.2;0.643038011;0.605361401
8136;26;12;0.001;0.071855893;0.084855893;155.4;383.1793488;16180.73352;0.40134155;37.86624107;0.7;0.255189226;0.679373425
8137;15;21;0.100576561;0.323909894;-3.618459365;102.6;653.3529174;20534.98422;0.435956447;35.83271992;0.6;0.557243227;0.404504397
8138;6;22;0.047909011;0.287909011;-5.326544174;29.4;413.5781958;20492.56288;0.208107724;28.02310899;0.2;0.471242344;0.326066632
8139;9;12;0.001;0.163047202;-1.218354015;70.5;462.8766082;10177.77762;0.543246433;20.83812275;0.5;0.346380535;0.673910188
8140;45;3;0.070787741;0.220787741;5.898085107;163.2;738.1933312;30555.47066;0.415878137;48.4391458;0.8;0.387454407;0.919065122
8141;4;45;0.063929185;0.287262519;-12.22442993;55.8;264.2043198;24325.40021;0.706629508;49.17675665;0.3;0.520595852;0.506463412
8142;13;20;0.001;0.186234037;-2.5076595;144;540.2110325;15949.64631;0.556817355;32.87937073;0.8;0.41956737;0.318500908
8143;9;21;0.113195052;0.329861719;-4.933340626;75.6;274.0808976;12879.21252;0.663845839;29.77891217;0.4;0.513195052;0.695398092
8144;18;35;0.393089056;0.543089056;-10.58251396;58.8;411.976638;26484.70668;0.704391311;53.06959335;0.4;0.709755723;0.773100199
8145;0;47;0.014194276;0.23752761;-11.16379766;85.5;625.3521207;63514.59839;0.521296167;46.80957355;0.1;0.470860943;0.346880072
8146;17;14;0.001;0.199770451;-1.090237479;134.4;859.153507;20672.73362;0.603345302;30.77434445;0.8;0.433103784;0.560053591
8147;7;33;0.234181502;0.457514835;-12.67705238;43.2;251.3144913;19459.37162;0.436237761;40.20630486;0.3;0.690848169;0.364414988
8148;18;9;0.113107511;0.336440844;1.0179676;219;862.0316734;18497.32643;0.532804563;26.53677571;1;0.569774178;0.469518992
8149;11;20;0.10220999;0.325543323;-4.158223241;81.6;400.3031914;15663.20131;0.411309295;31.20145981;0.4;0.558876656;0.492920648
8150;5;14;0.001;0.001;-0.009;79.2;571.5468763;9582.547349;0.474255473;18.67521136;0.6;0.125720398;0.271279614
8151;7;36;0.001;0.1973877;-6.411600249;64.8;304.2694358;22417.7984;0.498279783;42.88784933;0.3;0.430721033;0.419234829
8152;34;8;0.17772325;0.32772325;5.970804498;178.2;470.3734276;19268.09947;0.502836446;42.38334381;0.9;0.494389917;0.71160448
8153;14;26;0.001;0.111371267;-2.109054072;79.2;398.3197939;20004.81635;0.364826374;39.80560332;0.4;0.3447046;0.459515815
8154;16;6;0.001;0.045683074;0.099366147;180;1053.118964;17397.30384;0.552079938;22.30757306;1;0.279016407;0.569057245
8155;5;42;0.340553231;0.563886564;-21.42213621;64.8;220.941802;18463.26259;0.55241118;46.66776649;0.4;0.797219898;0.288769515
8156;6;45;0.001;0.001;-0.039;93;609.8885285;69000.0646;0.57307507;50.71664073;0.1;0.167055958;0.649770698
8157;28;20;0.001;0.184572596;-1.093435575;113.4;475.8577061;23302.76446;0.419206851;48.30442527;0.6;0.367905929;0.632800686
8158;28;23;0.276997893;0.500331226;-0.625010536;109.2;760.9489871;31607.42966;0.376478972;51.03272326;0.7;0.733664559;0.44618564
8159;17;27;0.001;0.001;-0.01;92.4;456.9008389;19087.30399;0.759462415;44.14662877;0.7;0.131023731;0.592725938
8160;8;21;0.221007574;0.444340908;-6.669765133;72;449.8948359;15203.44443;0.356327572;29.14749789;0.4;0.677674241;0.319097381
8161;16;0;0.128383805;0.295050471;3.387474208;148.8;815.8333683;10924.84458;0.269072349;15.94200716;0.8;0.411717138;0.835024858
8162;38;12;0.25225422;0.475587554;8.121943063;113.4;903.2772903;34465.94683;0.357235484;49.61301699;0.9;0.708920887;0.528363159
8163;11;24;0.191784912;0.415118245;-6.624870519;91.5;292.0930586;13937.51884;0.379538566;34.99574932;0.5;0.648451578;0.334233355
8164;8;17;0.157933586;0.374600252;-4.238068937;37.8;802.135626;23924.48238;0.408212854;25.35214286;0.2;0.557933586;0.662150751
8165;5;23;0.172331672;0.395665005;-7.680303424;60.3;327.6374914;14863.22795;0.512696213;27.84027642;0.3;0.628998338;0.473384143
8166;2;34;0.058142003;0.31480867;-10.3305441;109.5;492.318334;18045.19203;0.948502624;35.63853717;0.5;0.581475336;0.51319519
8167;22;22;0.268914446;0.492247779;-2.456666667;132.3;333.0136201;16975.35989;0.49211223;44.32419455;0.7;0.725581113;0.478082218
8168;29;17;0.001;0.096473943;-0.226684858;195;732.2967954;27575.37262;0.341176667;45.82595441;1;0.329807276;0.216657065
8169;17;31;0.400788785;0.550788785;-8.986042987;82.5;623.6256159;66289.04815;0.331905846;48.26226643;0.1;0.717455451;0.7315373
8170;18;22;0.027274577;0.243941243;-2.925764974;109.2;604.7884989;20961.88872;0.714213392;39.65727234;0.7;0.427274577;0.642395036
8171;2;48;0.342575623;0.565908956;-26.25514531;79.5;769.9526116;71021.57148;0.624180056;49.62059304;0.1;0.799242289;0.575076934
8172;28;20;0.001;0.001;0.008;198;1174.23484;40912.36897;0.533322413;48.39110869;1;0.202744138;0.336204899
8173;6;41;0.001;0.170032927;-6.458251216;94.5;729.26567;66618.61312;0.482803485;46.81239563;0.1;0.40336626;0.552560792
8174;1;20;0.229513894;0.452847227;-8.715763981;68.4;291.8812654;9123.440348;0.647718791;21.26388761;0.4;0.68618056;0.321765707
8175;27;16;0.09043548;0.313768813;0.436456941;151.2;842.9921505;28250.01066;0.483415368;42.6978082;0.9;0.547102146;0.461690884
8176;16;21;0.001;0.198008577;-2.566111499;115.5;603.7332456;19498.17724;0.6865861;37.15806995;0.7;0.43134191;0.57612441
8177;0;33;0.001;0.045119563;-1.488945594;63;276.771245;16763.04578;0.646506936;33.47046071;0.3;0.278452897;0.353860034
8178;26;8;0.056549931;0.296549931;2.217898758;151.2;495.8548337;16177.79084;0.237100815;34.03432369;0.8;0.479883264;0.51610597
8179;8;34;0.001;0.087720929;-2.627627862;48.6;292.0052391;21336.34177;0.318170918;41.87899952;0.3;0.321054262;0.28797427
8180;40;2;0.364710205;0.464710205;15.6589878;138.6;644.0287355;24635.68769;0.097792734;41.65378394;0.7;0.564710205;0.733656464
8181;18;14;0.260796717;0.410796717;0.293186867;72;405.2870585;16380.2422;0.409499379;32.23421352;0.4;0.577463383;0.775411507
8182;16;11;0.133688268;0.357021602;-0.001558659;187.2;805.4176986;17898.35567;0.304780091;27.29073074;0.8;0.590354935;0.307328773
8183;1;16;0.001;0.088696623;-1.374297651;37.2;631.6811209;14258.38822;0.705136321;17.00089711;0.2;0.322029956;0.561911681
8184;25;21;0.001;0.205777129;-1.736605599;156.6;494.3416889;20928.35453;0.63849583;45.87302616;0.9;0.439110463;0.494233202
8185;23;0;0.001;0.077120566;0.898386514;170.1;1032.081048;18628.40118;0.359978299;22.68664758;0.9;0.243787233;0.998709703
8186;37;13;0.144953137;0.384953137;4.798875292;148.5;435.1060429;21180.52966;0.270704698;49.85595581;0.9;0.56828647;0.395709361
8187;5;46;0.001;0.132836188;-5.775874157;37.2;580.6526725;41348.98687;0.689570884;50.5267716;0.2;0.316169521;0.622710007
8188;0;44;0.001;0.099632809;-4.383843593;81;447.6308552;55379.31225;0.767868453;43.74943343;0.1;0.366299476;0.489471936
8189;9;37;0.0860095;0.302676166;-9.449932655;35.4;750.5714269;42030.54277;0.551395081;46.3291242;0.2;0.4860095;0.622180576
8190;26;17;0.130445338;0.347112005;0.307341378;136.5;579.7315488;22763.1453;0.521373169;42.70780129;0.7;0.530445338;0.663561086
8191;15;13;0.142336686;0.365670019;-0.943659961;109.2;579.4969538;14384.18308;0.439907933;27.59763255;0.7;0.599003353;0.513332322
8192;4;18;0.093836566;0.317169899;-4.887045258;100.5;737.8210098;31734.47087;0.345489032;22.21437926;0.1;0.550503233;0.510779357
8193;20;11;0.138121635;0.371454969;1.009761384;93;411.9666414;14650.31436;0.229909972;30.59457407;0.5;0.504788302;0.625402349
8194;28;9;0.36246382;0.51246382;7.636812577;198;1046.023595;29424.54884;0.698797094;37.19229747;1;0.679130487;0.746367406
8195;10;35;0.001;0.040911973;-1.222359197;76.8;418.4684325;22814.435;0.55854947;45.12883891;0.4;0.274245307;0.456124769
8196;25;19;0.001;0.075605366;-0.478934878;119.7;709.7547887;26240.11999;0.462218268;44.08472894;0.7;0.308938699;0.568619675
8197;20;18;0.152890803;0.392890803;-1.614218393;136.5;759.7795292;23879.38039;0.294714071;37.99859356;0.7;0.576224137;0.345405673
8198;32;8;0.001;0.211087958;1.704703661;168;1061.823709;31903.41932;0.477896807;40.00450299;1;0.394421291;0.61202571
8199;4;23;0.140227965;0.363561298;-7.354331328;51.3;177.6138935;12128.69309;0.516031257;26.95637575;0.3;0.596894631;0.41920293
8200;20;13;0.001;0.077273924;-0.221821773;207;1016.443303;25324.66634;0.439803054;33.21243595;1;0.310607258;0.300942102
8201;18;9;0.120016281;0.343349614;1.08014653;204;-37.47866721;4247.819127;0.520552859;27.26708135;1;0.576682948;0.422889051
8202;24;4;0.001;0.16702673;1.348213836;159;490.1455152;12732.06795;0.343408186;28.41394195;1;0.400360063;0.544232765
8203;10;16;0.001;0.214786813;-2.357654948;85.5;503.1213094;34185.92104;0.200153727;26.05456738;0.1;0.348120147;0.61904291
8204;14;37;0.001;0.167714635;-5.024439056;56.4;444.6129534;26123.29988;0.500879157;50.83030761;0.4;0.401047969;0.482961757
8205;9;32;0.104801459;0.328134793;-8.55210023;45.9;271.6735681;20336.66565;0.414551354;40.77920171;0.3;0.561468126;0.407268693
8206;18;32;0.083902699;0.307236032;-6.31130445;66;286.7289747;21633.41506;0.393930854;49.51180199;0.4;0.540569366;0.511250179
8207;9;37;0.001;0.001428348;-0.041921318;65.7;220.8421782;22046.25047;0.530384534;45.93243126;0.3;0.234761682;0.500665811
8208;14;21;0.078141747;0.294808414;-3.580325564;100.5;481.2792884;17811.08502;0.566813792;35.16966861;0.5;0.478141747;0.629858245
8209;23;15;0.009437639;0.232770972;-0.706165556;140.4;612.8340777;19775.33069;0.473535705;38.40385715;0.9;0.466104305;0.41843448
8210;0;33;0.321324649;0.587991316;-19.40371343;93;128.727846;36390.98967;0.417390796;32.73248021;0.1;0.854657983;0.125340348
8211;24;24;0.082817238;0.306150572;-2.68;121.8;605.6592193;25573.85487;0.514973655;47.66591163;0.7;0.539483905;0.516790565
8212;13;25;0.278853218;0.428853218;-6.121238618;65.7;338.0713275;20778.731;0.520488583;38.12153209;0.3;0.595519885;0.71576954
8213;0;48;0.051710317;0.275043651;-13.20209523;34.8;465.8243768;36244.88706;0.511873412;48.45980404;0.2;0.508376984;0.236988185
8214;21;19;0.001192078;0.217858744;-1.839282511;67.2;283.2388985;17544.95374;0.357616331;40.15853464;0.4;0.401192078;0.690693524
8215;8;6;0.029592597;0.25292593;-0.387481474;210;900.5012646;9788.956879;0.51695935;14.08946762;1;0.486259263;0.353993827
8216;13;11;0.116766209;0.333432875;-0.741467583;153.6;689.2648121;13942.54834;0.680946219;24.46044223;0.8;0.516766209;0.641729427
8217;10;27;0.001;0.212865819;-4.678048012;73.2;445.4058614;19154.40384;0.433549508;36.5261523;0.4;0.446199152;0.399936217
8218;8;22;0.356772772;0.580106105;-9.014818806;93.6;609.5043114;16049.20526;0.671141917;30.14505766;0.6;0.813439439;0.428741714
8219;10;21;0.06045535;0.31045535;-4.665008854;130.2;773.5647916;19188.84241;0.951428778;31.08967508;0.7;0.527122017;0.686281433
8220;15;33;0.001;0.167879026;-4.273415163;58.5;234.1073934;23218.28383;0.45886695;47.73095257;0.3;0.351212359;0.604863294
8221;11;19;0.001;0.125287988;-1.685887839;97.5;540.9677618;16155.2564;0.443480051;30.110484;0.5;0.358621321;0.44062491
8222;17;15;0.136990496;0.360323829;-1.177685674;111.3;548.6517466;16019.22518;0.476389704;32.37660843;0.7;0.593657163;0.532211809
8223;4;24;0.002043736;0.225377069;-4.954208047;72;762.6933769;40364.90684;0.340540703;28.34825288;0.1;0.458710402;0.423817241
8224;10;21;0.001;0.198295801;-3.167732819;94.5;250.6889658;11609.36785;0.39428092;30.55476337;0.5;0.431629135;0.338514455
8225;12;22;0.001;0.066725202;-1.061603237;132;804.6057712;21078.8049;0.847127321;33.81438509;0.8;0.333391869;0.536224868
8226;6;23;0.001;0.089028332;-1.777566639;73.5;611.7950416;16167.25146;0.348999951;29.24401036;0.5;0.355694999;0.115739205
8227;22;21;0.001;0.196742559;-1.956425592;98.7;671.7638536;24129.30414;0.399016398;42.6788298;0.7;0.430075893;0.43005651
8228;0;37;0.111035605;0.334368938;-12.3716507;34.8;579.447387;30048.13406;0.606331893;37.36911481;0.2;0.567702271;0.406311168
8229;27;14;0.129506077;0.30283941;1.596912328;117;523.7842446;21205.41184;0.182157286;41.12632799;0.6;0.469506077;0.489882804
8230;23;9;0.07848605;0.301819384;1.657138037;183;859.7678944;21620.18444;0.459902138;32.00640434;1;0.535152717;0.464714402
8231;40;13;0.353266707;0.569933374;11.05486776;183;173.310246;14321.12745;0.555599957;52.93354698;1;0.753266707;0.615663231
8232;42;3;0.043849413;0.283849413;6.030127098;192;613.8785651;24465.45243;0.206152362;45.21522243;1;0.467182746;0.492993685
8233;18;17;0.001;0.098214873;-0.776718984;177;-264.8886957;853.7405681;0.691593953;35.45342308;1;0.331548206;0.387978647
8234;7;14;0.097897688;0.321231022;-3.030283819;96;575.4739794;11668.28787;0.603884127;21.15935679;0.5;0.554564355;0.538300372
8235;4;27;0.057824089;0.281157422;-6.913287378;59.4;224.405351;14673.25342;0.452009941;30.61094342;0.3;0.514490756;0.3562291
8236;19;29;0.001;0.018460586;-0.35048143;144;505.6192821;22316.35453;0.723646946;48.02756768;0.8;0.251793919;0.487062185
8237;25;12;0.001;0.207798016;0.116399008;205.2;921.8517319;26921.35807;0.450117445;36.79077929;0.9;0.441131349;0.493912154
8238;11;14;0.131248542;0.354581876;-2.292078961;197.1;111.338118;6397.483413;0.709470389;24.91501073;0.9;0.587915209;0.41819481
8239;11;3;0.252292433;0.402292433;2.393339465;153.6;1014.863317;11061.64388;0.44812882;14.2611488;0.8;0.5689591;0.767739812
8240;25;12;0.258483349;0.475150016;3.468616873;100.8;437.0328122;17108.22672;0.308680311;37.40155292;0.6;0.658483349;0.636911654
8241;0;45;0.04490773;0.268241063;-12.07084783;37.2;693.8042308;38779.27136;0.703520613;44.66335234;0.2;0.501574396;0.417916161
8242;7;11;0.001;0.081790757;-0.609930675;58.8;283.1821298;7629.735941;0.349190402;17.50456964;0.4;0.31512409;0.472738568
8243;7;7;0.001;0.182981637;-0.636935728;123.9;670.1186123;8019.065056;0.471651737;14.18450939;0.7;0.41631497;0.46854393
8244;21;23;0.092208333;0.315541666;-2.976083332;112.5;503.0593819;23310.04428;0.34595836;44.30322251;0.5;0.548874999;0.518112086
8245;23;22;0.163638896;0.386972229;-2.181361104;150;846.8013645;28747.33701;0.749727375;44.8850239;1;0.620305562;0.471639551
8246;31;13;0.130484379;0.353817712;2.907052156;137.7;717.9179084;25772.99217;0.480493098;44.23039914;0.9;0.587151046;0.556857483
8247;13;20;0.125218792;0.381885459;-4.341531544;199.8;857.4615061;22010.51412;0.806747288;32.64182385;0.9;0.648552125;0.463676969
